match,company_name_1,company_name_2,company_country_1,company_country_2,company_market_cap_1,company_market_cap_2,company_employees_1,company_employees_2,company_website_1,company_website_2,company_headquarters_1,company_headquarters_2,file_name_1,file_name_2,company_industry_1,company_industry_2,company_legal_form_1,company_legal_form_2,company_address_1,company_address_2,company_status_1,company_status_2
0,Toyota,Sony,Japan,Japan,"['300 Billion USD', '30 Billion USD']","['120 Billion USD', '20 Billion USD']","366,283","109,700",https://www.toyota-global.com/,https://www.sony.com/,"['Automotive', 'Electric Vehicles']","['Technology', 'Consumer Electronics', 'Entertainment']",Auto_dataset,Tech_dataset,,,,,,,,
0,SAP Technologies,Siemens Group,Germany,Germany,"['151 Billion EUR', '27.5 Billion EUR']","['119 Billion EUR', '19.8 Billion EUR']","100,200","302,500",https://www.sap-technologies.com/,https://www.siemens-group.com/,"['Software', 'Technology', 'Cloud Solutions']","['Technology', 'Energy', 'Automation']",Tech_dataset,Tech_dataset,,,,,,,,
0,Siemens Group,Volkswagen Motors,Germany,Germany,"['119 Billion EUR', '19.8 Billion EUR']","['498 Billion EUR', '69.5 Billion EUR']","302,500","661,000",https://www.siemens-group.com/,https://www.volkswagen-motors.com/,"['Technology', 'Energy', 'Automation']","['Automotive', 'Electric Vehicles', 'Transportation']",Tech_dataset,Auto_dataset,,,,,,,,
0,IBM,Microsoft,United States,USA,"['$67.25 B', '$5.52 B', '$133.28 B', '$124.33 B']","['$2.5 Trillion', '$198 Billion']",,"221,000",,https://www.microsoft.com/,,"['Technology', 'Software', 'Cloud Computing']",MalPatSaj_forbes,Tech_dataset,,,,,,,,
0,International Business Machines Corp,Alphabet Inc,United States of America,USA,"['$126.9B', '$57.4B']","['$1.75 Trillion', '$270 Billion']","307,600","148,000",,https://www.abc.xyz/,,"['Technology', 'Advertising', 'AI']",output_globaldata,Tech_dataset,Technology and Communications,,,,,,"1 New Orchard Road, Armonk, New York, 10504",
0,Siemens Group,Volkswagen Manufacturing,Germany,Germany,"['119 Billion EUR', '19.8 Billion EUR']","['505 Billion EUR', '71 Billion EUR']","302,500","663,500",https://www.siemens-group.com/,https://www.volkswagen-manufacturing.com/,"['Technology', 'Energy', 'Automation']","['Automotive', 'Manufacturing', 'Transportation']",Tech_dataset,Auto_dataset,,,,,,,,
0,Toyota Corporation,Sony Technologies,Japan,Japan,"['302 Billion USD', '30.2 Billion USD']","['122 Billion USD', '20.5 Billion USD']","367,000","110,500",https://www.toyota-corporation.com/,https://www.sony-technologies.com/,"['Automotive', 'Electric Vehicles', 'Mobility']","['Technology', 'Electronics', 'Entertainment']",Auto_dataset,Tech_dataset,,,,,,,,
0,Toyota Corporation,Sony Electronics,Japan,Japan,"['302 Billion USD', '30.2 Billion USD']","['118 Billion USD', '19.5 Billion USD']","367,000","109,000",https://www.toyota-corporation.com/,https://www.sony-electronics.com/,"['Automotive', 'Electric Vehicles', 'Mobility']","['Consumer Electronics', 'Technology', 'Retail']",Auto_dataset,Tech_dataset,,,,,,,,
0,Amazon.com,Google,USA,USA,"['469,820 Million USD', '33,364 Million USD', 'Dec-2021', '420,550 Million USD', '282,300 Million USD', '138,240 Million USD']","['$1.8 Trillion', '$280 Billion']","['5', 'Washington', '1,335,000', 'Andy Jassy', 'Jeff Bezos']","150,000",https://www.amazon.com/,https://www.google.com/,"['eCommerce', 'Internet or Mobile App Based Business', 'Cloud Services', 'Software and IT', 'Artificial Intelligence', 'Technology', 'Consulting Services', 'Consumer Services', 'Software Products', 'Retail']","['Technology', 'Internet', 'AI']",valueToday_dataset,Tech_dataset,,,,,,,,
0,Ibm,Microsoft Corporation,USA,USA,"['57,350 Million USD', '5,743 Million USD', 'Dec-2021', '132,000 Million USD', '113,100 Million USD', '18,901 Million USD']","['$2.45 Trillion', '$195 Billion']","['123', 'New York', '375,300', 'Arvind Krishna', 'Charles Ranlett Flint']","218,000",https://www.ibm.com/,https://www.microsoft.com/,"['Technology', 'Software and IT', 'Software Products', 'Computers Hardware', 'Laptops', 'Cloud Services', 'Artificial Intelligence', 'Internet of Things', 'Electronics', 'Consumer Electronics']","['Technology', 'Software', 'Enterprise Solutions']",valueToday_dataset,Tech_dataset,,,,,,,,
0,Toyota,Sony Electronics,Japan,Japan,"['300 Billion USD', '30 Billion USD']","['118 Billion USD', '19.5 Billion USD']","366,283","109,000",https://www.toyota-global.com/,https://www.sony-electronics.com/,"['Automotive', 'Electric Vehicles']","['Consumer Electronics', 'Technology', 'Retail']",Auto_dataset,Tech_dataset,,,,,,,,
0,Apple,Google,USA,USA,"['394,330 Million USD', '99,803 Million USD', 'Sep-2022', '352,760 Million USD', '302,080 Million USD', '50,672 Million USD']","['$1.8 Trillion', '$280 Billion']","""['1', 'California', '154,000', 'Tim Cook', ""['Steve Jobs'","150,000", 'Steve Wozniak',https://www.google.com/," 'Ronald Wayne']""]""","['Technology', 'Internet', 'AI']",https://www.apple.com/,Tech_dataset,"['Technology', 'Mobiles & Accessories', 'Electronics', 'Consumer Electronics', 'Computers Hardware', 'Software and IT', 'Music', 'Tablets', 'Technology Hardware and Instruments', 'Retail', 'Artificial Intelligence', 'Laptops', 'Software Products']",,valueToday_dataset,,,,,
0,International Business Machines Corp,Microsoft,United States of America,USA,"['$126.9B', '$57.4B']","['$2.5 Trillion', '$198 Billion']","307,600","221,000",,https://www.microsoft.com/,,"['Technology', 'Software', 'Cloud Computing']",output_globaldata,Tech_dataset,Technology and Communications,,,,,,"1 New Orchard Road, Armonk, New York, 10504",
0,IBM,Microsoft Corporation,United States,USA,"['$67.25 B', '$5.52 B', '$133.28 B', '$124.33 B']","['$2.45 Trillion', '$195 Billion']",,"218,000",,https://www.microsoft.com/,,"['Technology', 'Software', 'Enterprise Solutions']",MalPatSaj_forbes,Tech_dataset,,,,,,,,
0,Amazon,Microsoft,USA,USA,"['$960.28 B', '$94.13', '-1.43%', '-45.23%']","['$2.5 Trillion', '$198 Billion']",5,"221,000",,https://www.microsoft.com/,,"['Technology', 'Software', 'Cloud Computing']",companiesMarketCap_dataset,Tech_dataset,"['E-Commerce', 'Internet', 'Tech', 'Retail']",,,,,,,
0,Toyota Corporation,Sony,Japan,Japan,"['302 Billion USD', '30.2 Billion USD']","['120 Billion USD', '20 Billion USD']","367,000","109,700",https://www.toyota-corporation.com/,https://www.sony.com/,"['Automotive', 'Electric Vehicles', 'Mobility']","['Technology', 'Consumer Electronics', 'Entertainment']",Auto_dataset,Tech_dataset,,,,,,,,
0,Toyota,Sony Technologies,Japan,Japan,"['300 Billion USD', '30 Billion USD']","['122 Billion USD', '20.5 Billion USD']","366,283","110,500",https://www.toyota-global.com/,https://www.sony-technologies.com/,"['Automotive', 'Electric Vehicles']","['Technology', 'Electronics', 'Entertainment']",Auto_dataset,Tech_dataset,,,,,,,,
0,Siemens,Volkswagen,Germany,Germany,"['120 Billion EUR', '20 Billion EUR']","['500 Billion EUR', '70 Billion EUR']","303,000","662,575",https://www.siemens.com/,https://www.volkswagen.com/,"['Technology', 'Automation', 'Energy', 'Healthcare']","['Automotive', 'Electric Vehicles']",Tech_dataset,Auto_dataset,,,,,,,,
0,Siemens Engineering,Volkswagen Motors,Germany,Germany,"['121 Billion EUR', '20.2 Billion EUR']","['498 Billion EUR', '69.5 Billion EUR']","303,500","661,000",https://www.siemens-engineering.com/,https://www.volkswagen-motors.com/,"['Automation', 'Technology', 'Industrial']","['Automotive', 'Electric Vehicles', 'Transportation']",Tech_dataset,Auto_dataset,,,,,,,,
0,International Business Machines Corp,Google,United States of America,USA,"['$126.9B', '$57.4B']","['$1.8 Trillion', '$280 Billion']","307,600","150,000",,https://www.google.com/,,"['Technology', 'Internet', 'AI']",output_globaldata,Tech_dataset,Technology and Communications,,,,,,"1 New Orchard Road, Armonk, New York, 10504",
0,Toyota Auto,Sony Electronics,Japan,Japan,"['298 Billion USD', '29.8 Billion USD']","['118 Billion USD', '19.5 Billion USD']","365,500","109,000",https://www.toyota-auto.com/,https://www.sony-electronics.com/,"['Automotive', 'Manufacturing']","['Consumer Electronics', 'Technology', 'Retail']",Auto_dataset,Tech_dataset,,,,,,,,
0,Toyota Auto,Sony,Japan,Japan,"['298 Billion USD', '29.8 Billion USD']","['120 Billion USD', '20 Billion USD']","365,500","109,700",https://www.toyota-auto.com/,https://www.sony.com/,"['Automotive', 'Manufacturing']","['Technology', 'Consumer Electronics', 'Entertainment']",Auto_dataset,Tech_dataset,,,,,,,,
0,SAP,Volkswagen Motors,Germany,Germany,"['150 Billion EUR', '27 Billion EUR']","['498 Billion EUR', '69.5 Billion EUR']","100,000","661,000",https://www.sap.com/,https://www.volkswagen-motors.com/,"['Technology', 'Software', 'Enterprise Solutions']","['Automotive', 'Electric Vehicles', 'Transportation']",Tech_dataset,Auto_dataset,,,,,,,,
0,SAP,Volkswagen Manufacturing,Germany,Germany,"['150 Billion EUR', '27 Billion EUR']","['505 Billion EUR', '71 Billion EUR']","100,000","663,500",https://www.sap.com/,https://www.volkswagen-manufacturing.com/,"['Technology', 'Software', 'Enterprise Solutions']","['Automotive', 'Manufacturing', 'Transportation']",Tech_dataset,Auto_dataset,,,,,,,,
0,Volkswagen,Toyota,Germany,Japan,"['500 Billion EUR', '70 Billion EUR']","['300 Billion USD', '30 Billion USD']","662,575","366,283",https://www.volkswagen.com/,https://www.toyota-global.com/,"['Automotive', 'Electric Vehicles']","['Automotive', 'Electric Vehicles']",Auto_dataset,Auto_dataset,,,,,,,,
0,Apple,Amazon.com,USA,USA,"['394,330 Million USD', '99,803 Million USD', 'Sep-2022', '352,760 Million USD', '302,080 Million USD', '50,672 Million USD']","['469,820 Million USD', '33,364 Million USD', 'Dec-2021', '420,550 Million USD', '282,300 Million USD', '138,240 Million USD']","""['1', 'California', '154,000', 'Tim Cook', ""['Steve Jobs'","['5', 'Washington', '1,335,000', 'Andy Jassy', 'Jeff Bezos']", 'Steve Wozniak',https://www.amazon.com/," 'Ronald Wayne']""]""","['eCommerce', 'Internet or Mobile App Based Business', 'Cloud Services', 'Software and IT', 'Artificial Intelligence', 'Technology', 'Consulting Services', 'Consumer Services', 'Software Products', 'Retail']",https://www.apple.com/,valueToday_dataset,"['Technology', 'Mobiles & Accessories', 'Electronics', 'Consumer Electronics', 'Computers Hardware', 'Software and IT', 'Music', 'Tablets', 'Technology Hardware and Instruments', 'Retail', 'Artificial Intelligence', 'Laptops', 'Software Products']",,valueToday_dataset,,,,,
