match	company_name_1	company_name_2	company_country_1	company_country_2	company_website_1	company_website_2	company_market_cap_1	company_market_cap_2	company_employees_1	company_employees_2	company_industry_1	company_industry_2	company_address_1	company_address_2
1	Toyota	Toyota Auto	Japan	Japan	https://www.toyota-global.com/	https://www.toyota-auto.com/	['300 Billion USD', '30 Billion USD']	['298 Billion USD', '29.8 Billion USD']	366,283	365,500	['Automotive', 'Electric Vehicles']	['Automotive', 'Manufacturing']		
1	Toyota	Toyota Auto	Japan	Japan	https://www.toyota-global.com/	https://www.toyota-auto.com/	['300 Billion USD', '30 Billion USD']	['298 Billion USD', '29.8 Billion USD']	366,283	365,500	] 'Automotive ' , 'Electric Vehicles ' [	['Automotive', 'Manufacturing']		
1	electronics Sony Electronics	Sony Technologies	Japan	Nihon Japan	https://www.sony-electronics.com/	https://www.sony-technologies.com/	['118 Billion USD', '19.5 Billion USD']	['122 Billion USD', '20.5 Billion USD']	109,000	110,500	['Consumer Electronics', 'Technology', 'Retail']	[ 'Technology ' , 'Electronics ' , 'Entertainment ' ]		
1	Sony electronics Electronics	Sony Technologies	Japan	Japan	https://www.sony-electronics.com/	https://www.sony-technologies.com/	['118 Billion USD', '19.5 Billion USD']	['122 Billion USD', '20.5 Billion USD']	109,000	110,500	['Consumer Electronics', 'Technology', 'Retail']	['Technology', 'Electronics', 'Entertainment']		
1	Sony Electronics	Sony Technologies	Japan	Japan	https://www.sony-electronics.com/	https://www.sony-technologies.com/	['118 Billion USD', '19.5 Billion USD']	['122 Billion USD', '20.5 Billion USD']	109,000	110,500	['Consumer Electronics', 'Technology', 'Retail']	['Technology', 'Electronics', 'Entertainment']		
1	S	Engineering Siemens	Germany	Germany	https://www.siemens.com/	https://www.siemens-engineering.com/	['120 Billion EUR', '20 Billion EUR']	['121 Billion EUR', '20.2 Billion EUR']	303,000	303,500	[ 'Technology ' , 'Automation ' , 'Energy ' , 'Healthcare ' ]	, 'Automation ' , 'Technology ' [ 'Industrial ' ]		
1	Siemens	Siemens Engineering	Federal Republic of Germany	Germany	https://www.siemens.com/	https://www.siemens-engineering.com/	['120 Billion EUR', '20 Billion EUR']	['121 Billion EUR', '20.2 Billion EUR']	303,000	303,500	[ 'Technology ' , 'Automation ' , 'Energy ' , 'Healthcare ' ]	[ 'Automation ' , 'Technology ' , 'Industrial ' ]		
1	Siemens	Siemens Engineering	Germany	Germany	https://www.siemens.com/	https://www.siemens-engineering.com/	['120 Billion EUR', '20 Billion EUR']	['121 Billion EUR', '20.2 Billion EUR']	303,000	303,500	[ 'Technology ' , 'Automation ] , 'Energy ' , 'Healthcare ' '	] 'Automation ' , 'Technology ' , 'Industrial ' [		
1	SAP	SAP Global	Germany	Germany	https://www.sap.com/	https://www.sap-global.com/	['150 Billion EUR', '27 Billion EUR']	['149 Billion EUR', '26.5 Billion EUR']	100,000	99,800	['Technology', 'Software', 'Enterprise Solutions']	'Technology ' , Solutions ' , 'Software ' ]		
1	SAP	SAP Global	FRG	Germany	https://www.sap.com/	https://www.sap-global.com/	['150 Billion EUR', '27 Billion EUR']	['149 Billion EUR', '26.5 Billion EUR']	100,000	99,800	['Technology', 'Software', 'Enterprise Solutions']	['Technology', 'Enterprise Solutions', 'Software']		
1	SAP	SAP Global	Germany	Germany	https://www.sap.com/	https://www.sap-global.com/	['150 Billion EUR', '27 Billion EUR']	['149 Billion EUR', '26.5 Billion EUR']	100,000	99,800	['Technology', 'Software', 'Enterprise Solutions']	['Technology', 'Enterprise Solutions', 'Software']		
1	Amazon.com	Amazon	USA	USA	https://www.amazon.com/		['469,820 Million USD', '33,364 Million USD', 'Dec-2021', '420,550 Million USD', '282,300 Million USD', '138,240 Million USD']	['$960.28 B', '$94.13', '-1.43%', '-45.23%']	['5', 'Washington', '1,335,000', 'Andy Jassy', 'Jeff Bezos']	5	['eCommerce', 'Internet or Mobile App Based Business', 'Cloud Services', 'Software and IT', 'Artificial Intelligence', 'Technology', 'Consulting Services', 'Consumer Services', 'Software Products', 'Retail']			
1	Amazon.com	Amazon	USA	USA	https://www.amazon.com/		['469,820 Million USD', '33,364 Million USD', 'Dec-2021', '420,550 Million USD', '282,300 Million USD', '138,240 Million USD']	['$960.28 B', '$94.13', '-1.43%', '-45.23%']	[ ' 5 ' , ] ' , ' 1,335,000 ' , 'Andy Jassy ' , 'Jeff Bezos ' 'Washington	5	['eCommerce', 'Internet or Mobile App Based Business', 'Cloud Services', 'Software and IT', 'Artificial Intelligence', 'Technology', 'Consulting Services', 'Consumer Services', 'Software Products', 'Retail']			
1	Amazon.com	Amazon	USA Army	USA	https://www.amazon.com/		['469,820 Million USD', '33,364 Million USD', 'Dec-2021', '420,550 Million USD', '282,300 Million USD', '138,240 Million USD']	['$960.28 B', '$94.13', '-1.43%', '-45.23%']	['5', 'Washington', '1,335,000', 'Andy Jassy', 'Jeff Bezos']	5	['eCommerce', 'Internet or Mobile App Based Business', 'Cloud Services', 'Software and IT', 'Artificial Intelligence', 'Technology', 'Consulting Services', 'Consumer Services', 'Software Products', 'Retail']	nan		
1	Sony	Sony Technologies	Japan	Japan	https://www.sony.com/	https://www.sony-technologies.com/	['120 Billion USD', '20 Billion USD']	['122 Billion USD', '20.5 Billion USD']	109,700	110,500	[ 'Technology ' , 'Consumer Electronics ' , 'Entertainment ' ]	'Technology [ ' , 'Electronics ' , 'Entertainment ' ]		
1	Sony	Sony Technologies	Japan	Japan	https://www.sony.com/	https://www.sony-technologies.com/	['120 Billion USD', '20 Billion USD']	['122 Billion USD', '20.5 Billion USD']	109,700	110,500	['Technology', 'Consumer Electronics', 'Entertainment']	['Technology', 'Electronics', 'Entertainment']		
1	Sony	Sony Technologies	Japan	japan	https://www.sony.com/	https://www.sony-technologies.com/	['120 Billion USD', '20 Billion USD']	['122 Billion USD', '20.5 Billion USD']	109,700	110,500	[ 'Technology ' , 'Consumer Electronics ' , 'Entertainment ' ]	[ 'Technology ' , 'Electronics ' , 'Entertainment ' ]		
1	Toyota	Toyota Corporation	Japan	Japanese Islands	https://www.toyota-global.com/	https://www.toyota-corporation.com/	['300 Billion USD', '30 Billion USD']	['302 Billion USD', '30.2 Billion USD']	366,283	367,000	['Automotive', 'Electric Vehicles']	['Automotive', 'Electric Vehicles', 'Mobility']		
1	Toyota	Toyota Corporation	Japan	Japan	https://www.toyota-global.com/	https://www.toyota-corporation.com/	['300 Billion USD', '30 Billion USD']	['302 Billion USD', '30.2 Billion USD']	366,283	367,000	[ 'Automotive ' , 'Electric Vehicles ' ]	['Automotive', 'Electric Vehicles', 'Mobility']		
1	Toyota	Toyota Corporation	Japan	Japanese Archipelago Japan	https://www.toyota-global.com/	https://www.toyota-corporation.com/	['300 Billion USD', '30 Billion USD']	['302 Billion USD', '30.2 Billion USD']	366,283	367,000	[ 'Electric ' , 'Automotive Vehicles ' ]	[ 'Automotive ' , 'Electric Vehicles ' , ' 'Mobility ]		
1	Siemens	Siemens Group	Germany	Germany	https://www.siemens.com/	https://www.siemens-group.com/	['120 Billion EUR', '20 Billion EUR']	['119 Billion EUR', '19.8 Billion EUR']	303,000	302,500	['Technology', 'Automation', 'Energy', 'Healthcare']	[ 'Technology , 'Energy ' 'Automation ]		
1	Siemens	Siemens mathematical group	Germany Deutschland	Germany	https://www.siemens.com/	https://www.siemens-group.com/	['120 Billion EUR', '20 Billion EUR']	['119 Billion EUR', '19.8 Billion EUR']	303,000	302,500	['Technology', 'Automation', 'Energy', 'Healthcare']	[ 'Technology ' , 'Energy ' , 'Automation ' ]		
1	Siemens	Group Siemens	Germany	Germany	https://www.siemens.com/	https://www.siemens-group.com/	['120 Billion EUR', '20 Billion EUR']	['119 Billion EUR', '19.8 Billion EUR']	303,000	302,500	['Technology', 'Automation', 'Energy', 'Healthcare']	[ 'Technology ' , 'Energy ' , 'Automation '		
1	Volkswagen Motors	Volkswagen Manufacturing	Germany	Germany	https://www.volkswagen-motors.com/	https://www.volkswagen-manufacturing.com/	['498 Billion EUR', '69.5 Billion EUR']	['505 Billion EUR', '71 Billion EUR']	661,000	663,500	['Automotive', 'Electric Vehicles', 'Transportation']	[ 'Automotive ' , 'Manufacturing ' , 'Transportation ' ]		
1	Motors Volkswagen	Volkswagen make up Manufacturing	Germany	Federal Republic of Germany	https://www.volkswagen-motors.com/	https://www.volkswagen-manufacturing.com/	['498 Billion EUR', '69.5 Billion EUR']	['505 Billion EUR', '71 Billion EUR']	661,000	663,500	['Automotive', 'Electric Vehicles', 'Transportation']	[ 'Automotive ' , 'Manufacturing ' , 'Transportation ' ]		
1	Volkswagen Motors	Volkswagen Manufacturing	Germany	Germany	https://www.volkswagen-motors.com/	https://www.volkswagen-manufacturing.com/	['498 Billion EUR', '69.5 Billion EUR']	['505 Billion EUR', '71 Billion EUR']	661,000	663,500	['Automotive', 'Electric Vehicles', 'Transportation']	['Automotive', 'Manufacturing', 'Transportation']		
0	SAP Global	SAP Technologies	Germany	Germany	https://www.sap-global.com/	https://www.sap-technologies.com/	['149 Billion EUR', '26.5 Billion EUR']	['151 Billion EUR', '27.5 Billion EUR']	99,800	100,200	[ 'Technology ' , 'Enterprise Solutions ' , 'Software ' ]	[ 'Software ' , 'Technology ' , 'Cloud Solutions ' ]		
0	Global	SAP Technologies	Germany	Germany	https://www.sap-global.com/	https://www.sap-technologies.com/	['149 Billion EUR', '26.5 Billion EUR']	['151 Billion EUR', '27.5 Billion EUR']	99,800	100,200	[ 'Technology ' , 'Enterprise Solutions ' , 'Software ' ]	['Software', 'Technology', 'Cloud Solutions']		
0	SAP Global	SAP Technologies	Germany	Germany Deutschland	https://www.sap-global.com/	https://www.sap-technologies.com/	['149 Billion EUR', '26.5 Billion EUR']	['151 Billion EUR', '27.5 Billion EUR']	99,800	100,200	['Technology', 'Enterprise Solutions', 'Software']	['Software', 'Technology', 'Cloud Solutions']		
1	Volkswagen	Volkswagen drive	Germany	Germany	https://www.volkswagen.com/	https://www.volkswagen-motors.com/	['500 Billion EUR', '70 Billion EUR']	['498 Billion EUR', '69.5 Billion EUR']	662,575	661,000	['Automotive', 'Electric Vehicles']	['Automotive', 'Electric Vehicles', 'Transportation']		
1	Volkswagen	Volkswagen Motors	FRG Germany	Germany	https://www.volkswagen.com/	https://www.volkswagen-motors.com/	['500 Billion EUR', '70 Billion EUR']	['498 Billion EUR', '69.5 Billion EUR']	662,575	661,000	[ 'Automotive Vehicles , 'Electric ' ' ]	['Automotive', 'Electric Vehicles', 'Transportation']		
1	Volkswagen	Volkswagen Motors	Germany	Germany	https://www.volkswagen.com/	https://www.volkswagen-motors.com/	['500 Billion EUR', '70 Billion EUR']	['498 Billion EUR', '69.5 Billion EUR']	662,575	661,000	['Automotive', 'Electric Vehicles']	[ 'Automotive ' , 'Electric Vehicles ' , 'Transportation ]		
1	Auto Toyota	Corporation Toyota	Japan Japan	Japan	https://www.toyota-auto.com/	https://www.toyota-corporation.com/	['298 Billion USD', '29.8 Billion USD']	['302 Billion USD', '30.2 Billion USD']	365,500	367,000	[ 'Automotive ' , 'Manufacturing ' ]	[ 'Automotive ] , 'Electric Vehicles ' , 'Mobility ' '		
1	Auto Toyota	Corporation Toyota	Japan	Japan	https://www.toyota-auto.com/	https://www.toyota-corporation.com/	['298 Billion USD', '29.8 Billion USD']	['302 Billion USD', '30.2 Billion USD']	365,500	367,000	[ 'Automotive ' , 'Manufacturing ' ]	['Automotive', 'Electric Vehicles', 'Mobility']		
1	Toyota Auto Toyota	Toyota Corporation	Japan	Japan	https://www.toyota-auto.com/	https://www.toyota-corporation.com/	['298 Billion USD', '29.8 Billion USD']	['302 Billion USD', '30.2 Billion USD']	365,500	367,000	['Automotive', 'Manufacturing']	[ Vehicles ' , 'Electric 'Automotive ' , 'Mobility ' ]		
1	SAP	SAP Technologies	Germany	Germany	https://www.sap.com/	https://www.sap-technologies.com/	['150 Billion EUR', '27 Billion EUR']	['151 Billion EUR', '27.5 Billion EUR']	100,000	100,200	['Technology', 'Software', 'Enterprise Solutions']	[ 'Software ' , 'Technology ' , 'Cloud Solutions ' ]		
1	muggins	sap SAP Technologies	Germany	Germany	https://www.sap.com/	https://www.sap-technologies.com/	['150 Billion EUR', '27 Billion EUR']	['151 Billion EUR', '27.5 Billion EUR']	100,000	100,200	[ ' ' , 'Software 'Technology , 'Enterprise Solutions ' ]	[ 'Software ' , 'Technology ' , 'Cloud Solutions ' ]		
1	cosh	SAP Technologies	Germany Germany	Germany	https://www.sap.com/	https://www.sap-technologies.com/	['150 Billion EUR', '27 Billion EUR']	['151 Billion EUR', '27.5 Billion EUR']	100,000	100,200	[ 'Technology ' , 'Software ' , 'Enterprise Solutions ' ]	[ 'Software ' , 'Technology ' , 'Cloud Solutions ' ]		
1	Volkswagen	Volkswagen Manufacturing	Germany	Germany	https://www.volkswagen.com/	https://www.volkswagen-manufacturing.com/	['500 Billion EUR', '70 Billion EUR']	['505 Billion EUR', '71 Billion EUR']	662,575	663,500	'Automotive [ ' , 'Electric Vehicles ' ]	['Automotive', 'Manufacturing', 'Transportation']		
1	Volkswagen	cook up Volkswagen Manufacturing	Germany	Germany	https://www.volkswagen.com/	https://www.volkswagen-manufacturing.com/	['500 Billion EUR', '70 Billion EUR']	['505 Billion EUR', '71 Billion EUR']	662,575	663,500	['Automotive', 'Electric Vehicles']	[ 'Automotive ' , 'Manufacturing ' , 'Transportation ' ]		
1	Volkswagen	Volkswagen Manufacturing	FRG	Germany	https://www.volkswagen.com/	https://www.volkswagen-manufacturing.com/	['500 Billion EUR', '70 Billion EUR']	['505 Billion EUR', '71 Billion EUR']	662,575	663,500	['Automotive', 'Electric Vehicles']	[ 'Automotive ' , 'Manufacturing ' , 'Transportation ' ]		
1	Microsoft	Microsoft Corporation	US Army	USA	https://www.microsoft.com/	https://www.microsoft.com/	['$2.5 Trillion', '$198 Billion']	['$2.45 Trillion', '$195 Billion']	221,000	218,000	['Technology', 'Software', 'Cloud Computing']	[ 'Technology ' , 'Software ' , 'Enterprise Solutions ' ]		
1	Microsoft	Microsoft Corporation corp	USA U.S.	USA	https://www.microsoft.com/	https://www.microsoft.com/	['$2.5 Trillion', '$198 Billion']	['$2.45 Trillion', '$195 Billion']	221,000	218,000	[ 'Technology ' , 'Software ' , 'Cloud Computing ' ]	[ 'Technology ' , 'Software ' , 'Enterprise Solutions ' ]		
1	Microsoft	Microsoft Corporation	United States	USA	https://www.microsoft.com/	https://www.microsoft.com/	['$2.5 Trillion', '$198 Billion']	['$2.45 Trillion', '$195 Billion']	221,000	218,000	[ 'Technology ' , 'Software ' , 'Cloud ] ' Computing	[ 'Technology ' , 'Software ' , 'Enterprise Solutions ' ]		
1	Siemens Group	Siemens Engineering	Federal Republic of Germany Germany	Germany	https://www.siemens-group.com/	https://www.siemens-engineering.com/	['119 Billion EUR', '19.8 Billion EUR']	['121 Billion EUR', '20.2 Billion EUR']	302,500	303,500	[ 'Technology , 'Energy , 'Automation ' ]	['Automation', 'Technology', 'Industrial']		
1	Siemens Group	Siemens organize Engineering	Germany	Federal Republic of Germany Germany	https://www.siemens-group.com/	https://www.siemens-engineering.com/	['119 Billion EUR', '19.8 Billion EUR']	['121 Billion EUR', '20.2 Billion EUR']	302,500	303,500	['Technology', 'Energy', 'Automation']	[ 'Automation ' , 'Technology ' , 'Industrial ' ]		
1	Siemens Group	Siemens Engineering	Germany	Germany	https://www.siemens-group.com/	https://www.siemens-engineering.com/	['119 Billion EUR', '19.8 Billion EUR']	['121 Billion EUR', '20.2 Billion EUR']	302,500	303,500	['Technology', 'Energy', 'Automation']	[ 'Automation ' , 'Technology ' , ' 'Industrial ]		
1	Tesla	tesla MOTORS INC .	America USA	USA	https://www.tesla.com/	https://www.teslamotors.com/	['$1.2 Trillion', '$80 Billion']	['$900 Billion', '$75 Billion']	110,000	108,000	['Electric Vehicles', 'Automotive', 'Technology']	[ 'Electric Vehicles ' , 'Batteries ' , 'AI ' ]		
1	Tesla	TESLA MOTORS INC.	USA	USA	https://www.tesla.com/	https://www.teslamotors.com/	['$1.2 Trillion', '$80 Billion']	['$900 Billion', '$75 Billion']	110,000	108,000	['Electric Vehicles', 'Automotive', 'Technology']	[ 'Electric Vehicles ' , 'Batteries ' , 'AI ' ]		
1	Tesla	TESLA MOTORS INC.	USA	United States	https://www.tesla.com/	https://www.teslamotors.com/	['$1.2 Trillion', '$80 Billion']	['$900 Billion', '$75 Billion']	110,000	108,000	[ 'Electric Vehicles ' , 'Automotive ' , 'Technology ' ]	['Electric Vehicles', 'Batteries', 'AI']		
0	SAP	Siemens	Germany Federal Republic of Germany	Germany	https://www.sap.com/	https://www.siemens.com/	['150 Billion EUR', '27 Billion EUR']	['120 Billion EUR', '20 Billion EUR']	100,000	303,000	[ 'Technology ' , 'Software ' , 'Enterprise Solutions ' ]	['Technology', 'Automation', 'Energy', 'Healthcare']		
0	SAP	Siemens	Deutschland	Germany	https://www.sap.com/	https://www.siemens.com/	['150 Billion EUR', '27 Billion EUR']	['120 Billion EUR', '20 Billion EUR']	100,000	303,000	[ 'Technology ' , ' , 'Enterprise Solutions ' ]	['Technology', 'Automation', 'Energy', 'Healthcare']		
0	SAP	Siemens	Germany	Germany	https://www.sap.com/	https://www.siemens.com/	['150 Billion EUR', '27 Billion EUR']	['120 Billion EUR', '20 Billion EUR']	100,000	303,000	['Technology', 'Software', 'Enterprise Solutions']	['Technology', 'Automation', 'Energy', 'Healthcare']		
0	SAP Technologies	Siemens Engineering	Deutschland	Germany	https://www.sap-technologies.com/	https://www.siemens-engineering.com/	['151 Billion EUR', '27.5 Billion EUR']	['121 Billion EUR', '20.2 Billion EUR']	100,200	303,500	[ 'Software ' , 'Technology ' , 'Cloud ' ]	['Automation', 'Technology', 'Industrial']		
0	SAP Technologies	siemens Siemens Engineering	Germany	Germany	https://www.sap-technologies.com/	https://www.siemens-engineering.com/	['151 Billion EUR', '27.5 Billion EUR']	['121 Billion EUR', '20.2 Billion EUR']	100,200	303,500	[ 'Software ' , 'Technology ' , 'Cloud Solutions ' ]	[ 'Automation ' , 'Technology ' , 'Industrial ' ]		
0	SAP Technologies	Engineering Siemens	Germany FRG	Germany	https://www.sap-technologies.com/	https://www.siemens-engineering.com/	['151 Billion EUR', '27.5 Billion EUR']	['121 Billion EUR', '20.2 Billion EUR']	100,200	303,500	[ 'Software ' , 'Technology ' , 'Cloud Solutions ' ]	['Automation', 'Technology', 'Industrial']		
1	Apple	INC APPLE .	USA	[ 'California ( CA ) ' , 'UNITED tell STATES ' ]	Steve Wozniak'	https://www.info-clipper.com/en/company/united-states/apple-inc.usd10543w.html	['394,330 Million USD', '99,803 Million USD', 'Sep-2022', '352,760 Million USD', '302,080 Million USD', '50,672 Million USD']		['1', 'California', '154,000', 'Tim Cook', ['Steve Jobs'	[ '3192 , nan ]	" 'Ronald Wayne']""]"""	nan nan		['CUPERTINO', 'Headquarter']
1	Apple	orchard apple tree INC .	USA	['California(CA)', 'UNITED STATES']	Steve Wozniak'	https://www.info-clipper.com/en/company/united-states/apple-inc.usd10543w.html	['394,330 Million USD', '99,803 Million USD', 'Sep-2022', '352,760 Million USD', '302,080 Million USD', '50,672 Million USD']		[ ' 1 ' , 'California ' , '154,000 ' , 'Tim Cook ' , [ 'Steve problem '	['3192', nan]	'Ronald ' ] '' ] ''	nan		['CUPERTINO', 'Headquarter']
1	Apple	APPLE INC.	USA	[ 'California ( CA ) ' , 'UNITED STATES ' ]	Steve Wozniak'	https://www.info-clipper.com/en/company/united-states/apple-inc.usd10543w.html	['394,330 Million USD', '99,803 Million USD', 'Sep-2022', '352,760 Million USD', '302,080 Million USD', '50,672 Million USD']		['1', 'California', '154,000', 'Tim Cook', ['Steve Jobs'	['3192', nan]	'Ronald Wayne ' ] '' ] ''	grannie		['CUPERTINO', 'Headquarter']
0	SAP	Siemens Engineering	Germany	Germany	https://www.sap.com/	https://www.siemens-engineering.com/	['150 Billion EUR', '27 Billion EUR']	['121 Billion EUR', '20.2 Billion EUR']	100,000	303,500	[ 'Technology ' , 'Software ' , 'Enterprise Solutions ' ]	[ 'Automation ' , 'Technology ' , 'Industrial ' ]		
0	cosh	Siemens engineer	Federal Republic of Germany	Germany	https://www.sap.com/	https://www.siemens-engineering.com/	['150 Billion EUR', '27 Billion EUR']	['121 Billion EUR', '20.2 Billion EUR']	100,000	303,500	['Technology', 'Software', 'Enterprise Solutions']	[ 'Automation ' , 'Technology ' , 'Industrial ' ]		
0	SAP	Siemens Engineering engine room	Germany	Federal Republic of Germany Germany	https://www.sap.com/	https://www.siemens-engineering.com/	['150 Billion EUR', '27 Billion EUR']	['121 Billion EUR', '20.2 Billion EUR']	100,000	303,500	['Technology', 'Software', 'Enterprise Solutions']	[ ' ' , 'Technology 'Automation , 'Industrial ' ]		
0	SAP Global	Karl Wilhelm Siemens	FRG	Germany	https://www.sap-global.com/	https://www.siemens.com/	['149 Billion EUR', '26.5 Billion EUR']	['120 Billion EUR', '20 Billion EUR']	99,800	303,000	[ 'Technology ' , 'Enterprise Solutions ' , 'Software ' ]	[ 'Technology ' , 'Automation ' , 'Energy ' , 'Healthcare ' ]		
0	SAP Global	Siemens	Germany	Germany	https://www.sap-global.com/	https://www.siemens.com/	['149 Billion EUR', '26.5 Billion EUR']	['120 Billion EUR', '20 Billion EUR']	99,800	303,000	['Technology', 'Enterprise Solutions', 'Software']	['Technology', 'Automation', 'Energy', 'Healthcare']		
0	tire Global	Siemens	Germany Federal Republic of Germany	Germany	https://www.sap-global.com/	https://www.siemens.com/	['149 Billion EUR', '26.5 Billion EUR']	['120 Billion EUR', '20 Billion EUR']	99,800	303,000	['Technology', 'Enterprise Solutions', 'Software']	[ 'Technology ] , 'Automation ' , 'Energy ' , 'Healthcare ' '		
0	SAP	Siemens Group	Germany	Germany	https://www.sap.com/	https://www.siemens-group.com/	['150 Billion EUR', '27 Billion EUR']	['119 Billion EUR', '19.8 Billion EUR']	100,000	302,500	[ 'Technology ' , 'Software ' , 'Enterprise Solutions ' ]	[ 'Automation ' , 'Energy ' , 'Technology ' ]		
0	SAP	Group Siemens	Germany	Germany	https://www.sap.com/	https://www.siemens-group.com/	['150 Billion EUR', '27 Billion EUR']	['119 Billion EUR', '19.8 Billion EUR']	100,000	302,500	[ 'Technology ' , 'Software root ' , 'Enterprise Solutions ' ]	['Technology', 'Energy', 'Automation']		
0	fool SAP	Siemens Group	Federal Republic of Germany	Germany	https://www.sap.com/	https://www.siemens-group.com/	['150 Billion EUR', '27 Billion EUR']	['119 Billion EUR', '19.8 Billion EUR']	100,000	302,500	['Technology', 'Software', 'Enterprise Solutions']	['Technology', 'Energy', 'Automation']		
0	Technologies SAP	reciprocal ohm	Germany	Germany	https://www.sap-technologies.com/	https://www.siemens.com/	['151 Billion EUR', '27.5 Billion EUR']	['120 Billion EUR', '20 Billion EUR']	100,200	303,000	['Software', 'Technology', 'Cloud Solutions']	['Technology', 'Automation', 'Energy', 'Healthcare']		
0	SAP applied science	Siemens	Federal Republic of Germany	Germany	https://www.sap-technologies.com/	https://www.siemens.com/	['151 Billion EUR', '27.5 Billion EUR']	['120 Billion EUR', '20 Billion EUR']	100,200	303,000	['Software', 'Technology', 'Cloud Solutions']	'Technology ' 'Automation , 'Energy ' , 'Healthcare ' ]		
